Label,Tweets
Positive,Sevgili baþkaným Karþýlamanýz þýk bir davranýþ olabilir fakat vermiþ olduðunuz görüntü hiç hoþ olmamýþ Siz seçilmiþ karþýnýzda ki kiþi atanmýþ bir insan olduðunuzu unutmayýn lütfen El pençe divan bir görüntü hiç hoþ durmamýþ 
Positive,Yunan lýlar sirtaki yapýyoruz _ 
Negative,senin gibi yosma alicagina gider bir ingiliz almak daha mantikli
Positive,keþke sürekli bizim evde yaþayýp hayrýna yemek ütü temizlik falan yapacak minyatür bir insan olsa
Negative, eraybpt Ayasofya nýn özü klise ana sen bilirsin aptal eðitimsiz olduðun için ýrkcilik yaparak üs 
Negative,senin þu saatten sonra yapabileceðin tek þey kudurmak yelloz seni
Positive,"Ayþe, asgari ücretle geçen yýl 42 kg et alýyorduk"
Positive,Merhaba sizi hýzlýca enfes ayrýcalýklarýmýza yönlendirelim 
Positive,yýkýlmadýk tadilattayýz 
Negative,selAm ben geldim bu sefer kime koyAm 
Positive,gösteriden geldiðimizi öðrenince çay parasý istemeyen kantindeki abimizle imza atmak için sýraya giren hastalarýmýzla
Positive,Atatürk de size bayýlmýyordu zaten aq
Positive, Atatürk ün çaðýnýn çok ilerisinde bir insan olduðunu biliyorduk Bizim çaðýmýzýn da ilerisinde olduðunu görmüþ olduk yýl 
Positive,ya sussana be kadindus ya susyemekteyiz
Negative,"Haysiyetten, edepten, onurdan ve þereften nasibini almamýþ sýrtlanlar, yine kendilerine yakýþaný yaparak þaþýrtmýyor"
Negative,Kim o piç
Positive,Gündemde bir numara.Bu sosyal medya gerçekten saçmalamaya baþladý.
Negative,vedat senin beynini sikerim kevaþe
Negative,Bu ahlaksýz baþörtülü olsaydi neler derlerdi
Negative, LAZBARATOS Hatta bi bakýyosun herif Humeyni gibi dönüvermiþ konfetilerle karþýlanmýþ Karþýlayýcýlar da Nagehan Ardýç Götlek vs 
Positive,Kendi ayaðýnýn üzerinde duran estetik o bu bir þekilde kendini güzel bulan yaþ üzeri kadýnlarýn bu kadar ilgi 
Negative,Evet site deil sire ben bu klavyenin anasini avradini sikem 
Positive,Evde herkes tatil bavulu yapýyor ben ödev yapýyorum.
Negative,Babama senin kýzý bizim oðlana alalým diyen emmi senin de amk
Negative,Çok verilmiþ ak yarýsý geri alýn
Positive,cerrahpaþaduruþu bize meliha terzioðlularýn ekrem kadri unatlarýn mirasý gelecek kuþaklarýn emanetidir sahip çýkmak
Negative,mehmet metiner için tarihte þahsiyet var daha doðrusu bir þahsiyetsiz aþaðýlýk
Positive,Zamanýnda severek dinledim
Positive,niye evde kalsýn ablacim
Negative,gerizeka ricardo andrade quaresma bernardo
Positive,"Sarýlmak  aþarýsýna  yoktur,Yaraladýklarý"
Negative, uskudarbld Üsküdar Harem Sahil yolu yakamoz kafenin kamera kayýtlarýna bakýlýp gereðinin yapýlmasýný istiyorum bu kadar duyarsýz kalýnmaz hayvan can çekiþerek öldü Gereðinin yapýlýp gerekenlerin de ceza almasý gerektiðini düþünüyorum 
Negative,kimi nerden kovuyon hödük  götün yiyorsa istanbul zeytinburnunda
Negative,azönce bu ibne ye 270 liralik yemek aldým ben hayatým boyunca 270 liralýk bi yemek yemedim valla tebrik ediyorum
Negative,Önce umut verip öyle sikeriz biz adamý
Negative,sikdiðimin kafasýzý seni
Negative,Zihniyetiniz batsýn ulannn
Positive, Yerli savaþ uçaðýmýz göklerde demelerinin üzerinden sene geçti uçak yok Býrak kendi uçaðýnýn göklerde olmasýný elin uç 
Positive,Müslüman Çin de yapýlan köpek festivaline ÞOK Hindular Müslümanlarýn inek kesmelerine ÞOK Hiristiyan domuzu pis ilan eden müslüma ÞOK Vicdan Merhamet ve medeniyet Kurban eylemini sürdüren insanlýða ÞOK 
Negative,siktirgit amk iþidli piçi
Positive,Babanýz kaçta uyuyor ona göre açýklayalým sonuçlarý
Positive,seviyorum seviyor musun?
Negative,kaltak kaþar
Positive, Boþ dükkana kira ödedik 
Negative,beyinsiz insan olmak tamamen budur
Positive,Ýlk defa fenomenleri tanýmamanýn haklý gururunu yaþýyorum
Negative,onlar kaybetse birbirlerine hýrsýz der hizmetçi der kazanýyorlar yine kavgahakaretler havada
Positive,þöyle bi sinir krizi geçirmeme ramak kaldý
Positive,Babasý saçlarýný toparlamýþ
Positive,cerrahpaþaduruþu budur bizden provokatör deðil hekim çýkar  aydýn çýkar sanatçý çýkar
Positive,hilal ve leon un yan yana birisi ölmeden biri hapisten kurtulduðu için deðil
Positive,Orta sahaya Ever Banega tarzý oyuncu alýnmalý Hatta en az iki tane lazým 
Negative,Afyon þivesiyle cevap veriyorum hada ananý avradýný sikem 
Negative,Çok güzle amcik yalarým býkmadan
Negative,Kusura bakma ama senin ben amk artik yeter
Positive,bangtan ile baþarýlý ve gururlu hava sahasý mümkün
Positive,buna makyaj diyen maasli trollere anlatayim bir insan alnina darbe aldiginda once alni siser morarir
Positive,sigarayi birakmak icin nikotin sakýzý aldým þu an sakýzla birlikte sigaramý tüttürüyorum buda benim serseri serbest stilim
Negative,Senin tipini sikim abazanýn attýðý mesajý tivit atan elini sikim yolunu aklýný sikim
Negative,Amcýðýn çok þiþik deðil doymuþ bir amcýk
Negative,Sen bir bayana konuþmayý öðren soysuz aq fetöcusu burada ahkam kesme temmuzda o tanklarýn namlularýný nasýl soktuysak þimdi sanada bir tanesini sokturma þemsiye 
Negative,olmayan kürdistanýnýzda önce kurun sonra kürdistan dersiniz neyi sömüreceðiz Allah ýn ýrak daðlarýnda ne varda sömüreceðiz cahil piç orda pkk olmasa bir ton masraf yapýp hem askeri hem mühimmatý neden kullanalým mal 
Positive,çocuklarýný ihmal eden bir milletin geleceði yoktur
Positive,eniste bos atma oy at 
Negative,sen tipsiz deðil fakesin 
Positive,13 yýl önce Bodrum Güvercinlik'teki yangýn çýkan arazi için bakan tarafýndan tekrar yeþillendirileceði söylenmiþti. Bakýn yeþillendirilmiþ
Positive,Senin de gözün aydýn Ýhsan Yýldýrým 
Positive,Ýnanýlýr gibi deðil... 
Positive,bu flood u size zorlamamýn faydasýný görüyorum çok ciddi mutluyum sddf te f
Negative,aw her tivitime ayný menþýný atiyon sg buradan
Negative,Lan alt komþum sabahýn köründe Yüksek sesle müzik mi dinlenir orospu çocuðu bi an koray avcý benim yataðýmda sandým aq
Positive,Sokak satýcýlarýný koordine eden Alabaylar Çetesine bir yýllýk takip
Positive,Bize bizden baþkasý misafir gibi 
Positive,Çok seviyorum
Negative,Ben geleyim cm sokayim icine 
Negative, He he tmm senin eþþþþeðin kancýk olsun diye kýrýlýrým bende 
Negative,Haketmeyen herkes güzel hayatlar yaþýyor sikem böyle adaleti 
Negative,okan seni siker bicerim gotveren hain pezevenk
Positive,gözümüzü gönlümüzü açtýn Allah razý olsun
Negative,S git göt veren görürsün yüzde kaç olduðunu 
Negative,ananýn amý bu nasýl hacamat yamyam gibi derisini yüzmüþ kýzýn
Positive,Helal olsun aferin çocuklara 
Negative,zehirli yýlan ayný bildiðiniz gibi
Negative,Memleket yarra yemiþ bu müptezelin aklý fikri karý kýzda
Positive,rabbim bereket versin 
Negative,Allah'ýn belasý. insan müsveddesi
Negative,Beynini yemiþ orospu çocuðu kendini dövdürüyor bana böyle 
Negative,aa tamam sýkýldým dmden salla az da andaval
Positive,Ordaki bütün yarýþmacýlar haksýz BARIÞ haklý bunu birkez daha anladýk herkesin gerçek yüzü ortaya çýkýyor kurguvivor
Negative,adam psikopat sosyopat deli manyak cikti  capraz ates aldatmalar devam
Positive,Semih gibisin yusuf HARÝKA 
Positive,"Biz hayallerimizi geçmiþimizle kirlettik, hepsi bu kadar.."
Positive,Galiba kuran kursu çocuðu. Çünkü bildiðim kadarýyla ilgi alanlarýna giren biri deðil
Negative,Dil de biliyor pezevenk Are you mar yu var çekimleri biliyor 
Positive,"Hocam Musk'ý eleþtirmek için soruyu sormuyorum kendisi vizyoner,iradeli ve hedefine baðlý bir insan"
Positive,Bugünüm yarýným bi yaným karambolde
Positive,SALAK MÝYÝM DEÐÝLÝM 
Negative,sen de bir malsýn gerzek
Positive,bize karþý savunma oynayýp 1 puan aldýðý için sevinen baþakþehir gs ye 5 atýp þov yapýyor  siz neyin kafasýný yaþ
Positive,Soðuk söz duymuþ bir gönül kýrk yaz görse ýsýnmaz....!!
Positive,"Evleniyorsun, balayýna gitmiþsin, kahvaltýda eþin þey diyor; ""Biz maymundan geldiysek neden diðer maymunlar insan olmadý."""
Positive,tatavla tiyatro mayýs 25 mayýs cuma 2030
Negative,böyle günün anasýný sikeyim
Negative,Yorumlara bak Ancak daþþak geçme var Herkes en iyi þakayý yapmanýn peþinde Sizin ben amýnýza koyam Adamlar baktý ne yapsalar herkes þaka yapma peþinde istediklerini çatýr çatýr yapýyorlar artýk ÞAKANIZA SOKAM 
Positive,ve seni seviyorum inatla denizin kendi derinliklerinde yatan ince kumlarý sevdiði gibi seni severken dünyadaki her þeyi seviyorum 
Negative,Biz kýzlar neden sakallý esmer tipsiz ama bize göre yakýþýklý göbekli kýro vb erkekleri çekici buluyoruz sadece bi soru 
Positive,Bu özel hediyen için çok teþekkürler
Negative, koronaya sokim diye okudum amk korona 
Positive,Biri gitmiþ evli adamla evlenmeden yaþýyor Adam çocuðunu öldürmus korumaya çalýþýyor Baba cocuguna bomba yapmayý öðretmiþ Dede adam gibi Türkçe konuþamýyor Bu nasýl hikaye 
Negative, kendi pisliðinde boðul
Positive,"""AKPli vekil adaylarý çok hýnzýr. Erdoðan olmasa bunlar, köye muhtar olamazlar."""
Positive, evli biriyle birlikte oldu o yüzden bunu hak etti diyen salaklar için katil kýza evli olmadýðý yalanýný söylüyor 
Negative, samiltayyar Her parayý verene gidenlere fahiþe diyorlar diye biliyorum 
Negative, Köpek tecavüzcüsü sapýk katil Ankara sokaklarýnda elini kolunu sallayarak geziyor hiç mi vicdanýnýz yok 
Negative,sanalsex
Positive, Tüm twitlerin tek özeti 
Negative,O orospu çocuðu kimse sabah açtý müziði benim kapýmýn önünden de geçti.
Negative,Sen mal mýsýn Ýbb baþkaný oturup bütün gün araçlarýn peþinden koþacak deðil Sorumlular bulunup ceza verilir bu kadar 
Negative,Koyam sevgilinin gotune 
Positive,gençlerin sýnav sorularýný yetiþkinler çaldý çalýnmasýna göz yumdu gençlerin oyun konsolundaki vergiyi yetiþkinler artýrdý þimdi kendilerini ifade ettikleri sosyal medyaya yetiþkinler göz dikti ve o yetiþkinler siz ne istiyorsunuz gençler demedi gençler yanýnýzdayým 
Positive,yarýn sabah siyasete giriþ yapsam ilk iþim überi serbest býrakmak olur
Positive,Seni sevmek bi ayrýcalýktý.
Negative,arkadaþ yarak resmi paylaþýyorum
Negative,Böyle adeletinde böyle hükümetinde allah belasýný versin kadýna hayvana çocuða yapýlan þiddete neden körsünüz orospu çocuklarý 
Positive,Hiç tv izlemeyen var mý gerçekten ciddi ciddi
Negative,reza yi kahraman ilan eden embesil güruh twitter mesaisine baþlamýþ umarim sadece aktrollerdir
Negative,Adama onsuz bir hayat düþünemez oldum diyorum Diyoki ama sen kendine yapýlmasýný istemediðin þeyleri ona yapmayýp menfaat bekliyorsun Napim aq aðzýna mý sýçayým hayatý dar mý edeyim her boka trip atýp insan iliþkilerine çomak mý sokayým napayým 
Negative,Þov yapma orospu çocuðu
Negative,ananý siktik mi tinerci yosma
Positive,"Ýþte o minik çocuðun maruz kaldýðý hareketler, çocuk istismarýdýr."
Negative,Yunho nun aðzýna sýçýyým nasýl yakýþýklý olmuþ pezevenk 
Negative,Potansiyeli düþük ýrk
Positive,dayý soyadýna noldu ahshdjg süpersin ya
Positive,ikidenim olsa su an o kadar iyi olurdu ki
Positive,allah rahmet eylesin yakýnlarýna sabýr versin böyle acýlar tekrar yaþanmaz umarým
Positive,fikret ormanýn açýklamalarý gerçekten dürüstçe bizde beþiktaþýn baþarýlý olmasýný istiyoruz elbette
Positive,Teþekkür ederim
Negative,siktir git lan burdan sokuk
Positive,dünyanýn en iyi ünlüsü
Positive,Evet. Belirttiðim gibi takriben %70'i.  
Positive,"Milli Eðitim Bakaný Selçuk: Verilere bakarýz, aðustosun sonundaki, eylülün baþýndaki tabloya göre hareket ederiz. Denilirse ki 'Bir süre daha açmayýn, uzaktan eðitime devam edin', biz devam ederiz, hiç sorun yok"
Positive,Bu uygulamayý çok þükür kullanmýyorum
Negative,zýrtapoz dinazor hýncal
Positive, harflý yaratýklar rabbýmýz müslümanlarý þerrinden koru cünkü papazlarla alakalý dýrlar 
Positive,Bu haberlere konu olan binlerce kiþinin hepsine test yapýlýyor mu merak ediyorum.
Negative,Bu siteyi sikim
Negative,herif tam bir cibiliyetsiz oç çýktý ya
Negative,ananý sikeceðiz 14 hafta kahpe galatasaray
Positive,"Nolcekti, þeriatlý dinci yobaz krallýklý baskýcý Arabistana mý yerþecekti  tabii ki Modern Laik Özgür Hýristiyanlara koþacak!"
Positive,yahu paran bitti anladýk kývranýyorsun gündem olabilmek için anladýk zengin sevgili bulamadýn anladýk nereye gideceðini þaþýrdýn anladýk
Positive,uyudum uyandým bir uzun gece
Positive, Gençliðinin baharýnda vahþice yaþamdan koparýlan bir kadýn daha Þiddete maruz kalan adýný sayamadýðýmýz niceleri
Positive,sorunlarý hala sesimizi  duymak istemedin
Positive,"Anne bir sanatçýdýr, en güzel eseri de yavrusudur. "
Negative,iddia oraný gibi tarih yazmýþ bioya ya allahým bu çocuk gerçek bir gerizeka seni alanda ayrý andaval sende ayrý davarsýn valla
Positive,Gece bu tatsýzlýðým ve huysuzluðum geçerse sözüm söz gececileri toplaþtýrdýðýmýz bir yayýn yaparýz. Ama bakýn altýný çiziyorum geçerse
Negative,Biz tam kadromuyduk gecen sene amcik. Ardada olmasa beni sokcaktilar kalece. 12 eksikle cikmistik maca
Positive,esselamun aleyküm cümleden hayýrlý huzurlu bereketli sabahlar hayýrlý cumalar cumaniz mübarek dualariniz kabul olsun i
Negative,Sik kýrýgý herifin teki aq boþu 
Negative,Bana sosyoloji edebiyattan da kalmýþ diyen orospu evladýnýn da reetwetlediði posta bak
Positive, Ya taþýyamayacaðým kadar aðýr bir cevap verirse de kendime gelemezsem korkusuyla o soruyu hiç soramayanlar burada mýyýz
Negative,kuzenim sevgilisi için 3 kez býçaklandý halýsahada görmeniz lazým tam bir zýrtapoz ayý öðrkh leþ birisi
Positive,Harbiden büyük sovmensin he 
Positive, Sezen Aksu Ben De Yoluma Giderim 
Positive,"Durum o kadar hýzlý geliþti ki, iddialar yaðýyor. Siyasi suikast da deniliyor ama kanýmca ihtimali çok düþük. Cinsel taciz iddia hakkýnda da henüz basýna aktarýlan kesin bilgi yok."
Negative,ve bu doðal akýþa sahip erkekler de alternatif bolluðundan kadýnlarý manipüle etmeye kullanýyor bunu aq sizin hepiniz yararlanýyorsunuz bu insanlardan sikinizde de deðil çoðunuzun sikem sokam durmadan küfür etmek istiyorum kendimden nefret ediyorum nefret delireceðim 
Negative, Düþünsene sýrf biri nedenini sorsun da lafý sokayým diye günlerce elinde fenerle dolaþýyosun 
Positive,bakmanýzý öneririm her the 1975 þarkýsý gibi anlam kusuyo
Positive, ninasayers_ Gel de seni bi genel kültür sýnavýna sokam demiyorum çünkü ergenlerle muhattap olmuyorum ndndjdjd 
Negative,bu sarhoþ kadýn minik asferimize zarar vermeye kalkabilir
Positive,sen aþklarýn en güzelisin ikinci yýlýmýz kutlu olsun
Positive,"Paþa gönlüm nasýl isterse öyle davranýyorum Bundan sonra böyle, iþinize gelirse."
Negative,Ulan yanan alevi yakan alevi bugün temel ile ayný çanaktan yal yiyorsun o ne olacak
Positive,"Bir yazar gençlere laf etmiþ. Dinozorlarýn soyu tükenmiþti hani? Genç insan: 1) Sorgulayandýr. 2) Geleceðine önem verendi"""
Negative,Kardeþim ne kadar LGBT meraklisiymissiniz be kesilmis kesilmemis ne uzattiniz madem cok istiyorsunuz gidin elite izleyin ibne seviciler
Positive,ABD Baþkaný Donald Trump'tan rakin Joe Biden'a sert sözler: 'Ülkeyi yönetecek yeterliliði yok. Zihinsel olarak sorunlu'
Negative,suriyelilerin hepsinin kafasýna sýkacaksýn
Positive,boykot etmeye caðýrýyorum.
Positive,"Muhabbeti bitirdiklerimden piþman deðilim, aklým hala bitiremeyip tahammül ettiklerimde."
Positive,Allahým ülkemizde yorum yapan kiþilere bakýn Demet Akalýn ve murat övüc Gerçekten bu ikisinin yorumuna mý kaldýk biz 
Positive,"""Birinin içinde iyiliði gördüysen ondan vazgeçmemelisin. Özellikle de kendisi o iyiliði göremiyorsa."""
Positive,"Tiktoktan sonra arttý, güncelleme gelmeli artýk"
Positive, `` Alýþýrsýn ve tilki dönmesin diye dükkaný yakarsýn 
Positive,server açýk testleri yapmaya baþladýk
Positive,gerçeðin dýþýna çýkmayarak yalan söylemek sinema anlayýþý olarak diyorum
Positive,rahat batmadýðý sürece gerek yok hiç öyle gönül mönül iþlerine
Positive,barýþýn konuþmadan nasýl sorun yarattýðýný anlamaya çalýþýyorum
Positive,yaðmurlu bir günde cam kenarý kadar güzelsin
Negative,pornocu gibi olmuþ
Positive,Sporseverler aptal degil saf degil salak degil görüyorlar zaten her þeyi Emegi ve dogruyu söyleyenleri de emek çalanlarý da izliyorlar görüyorlar 
Positive,Sýk git artýk düþlerimden güncelleþmek 
Positive,Mitokondri DNA'sýnda ilk defa gen düzenlemesi yapýlmýþ. Mitokondriyal hastalýklarýn yanýnda metabolik çalýþmalar için de önemli bir basamak
Negative,küçük fahiþe büyük yarak adeta oyun oynadý
Positive,Fenerbahçe Baþkaný Ali Koçun mahkemeye verdiði beyânýn final kýsmý
Negative, gormemissay SÝZE LAFI UZATMAYA GEREK YOK TA AMINIZA KOYAM SÝZÝN 
Negative,Etekli orospular sizi
Positive,Tümörü varmýþ aldýrmýþlar yakalýk takmasý gerekiyomuþ destek olsun diye en yakýn arkadaþýna da yakalýk takmýþlar
Negative,bu gerizeka birkaç da hatun ister partiden artýk
Negative,tudor bu gerizeka pýcý hemen takýmdan gonderýn hemenn serefýnýz varsa mk
Negative,Bu saatten sonra salaða yatani yatmýþken sikeceksin.
Negative,xz bir aktör eðer bir aktörsen bazen good boy bazen götveren rolünü oynarsýn kere öpüþmeyi bir kenara býraktým çatýr çutur seks sahnesini yapýþtýrýrlarsa o diziye analarýnýn amlarýna kadar haklarý vardýr onlar senaryoyu xz nýn önüne koymuþ zhan kabul etmiþ size ne amk 
Negative,Taklitci imansýzlar Sizin gibi haram kazanýp yiyenler yüzünden bu islamýn cektigi ne iman sahibiysen bu yaptýgýn ne Cevabýný bunun kendiniz verinde görelim Ama muhtemelen kiralýk satýlýk aþagýlýklardansýnýz Tiyatrocular sizi 
Positive,"Baþkalarýna yapýlan hukuk dýþý, ahlak dýþý olaylara sessiz kalýp görmezden geldiniz, size yapýlýnca ortalýðý ayaða kaldýrdýnýz."
Positive,mümkünse mercann düðün bittikten sonra intihar ett içine etme düðünün
Negative,300 lira kira ne kolide mi yaþýyoruz orospu çocuðu
Negative,"be aq öküzü,sorun zaten orda geçsende geçmesende sana her halükarda geçiriyo adam,aq"
